当前台风时间,台风编号,台风中文名称,台风英文名称,台风起始时间,台风结束时间,经度,纬度,台风强度,台风等级,风速,气压,移动方向,移动速度,场站距离_km,target_time,方位角,相对方位角,移动速度(m/s),移动方向(°),rmax,b,hollandvg,rmax-ym,b-ym,hollandvg-ym,ym风速,ym风速(<=250km),rmax_i,b_i,hollandvg_i,rmax_ym_i,b_ym_i,hollandvg_ym_i,ym风速_i,ym风速250_i,hollandvg_az,rmax_az,b_az,atten_w
2019-08-04 23:45:00,201908.0,范斯高,Francisco,2019-08-02 08:00:00,2019-08-06 20:00:00,139.2875,29.75,强热带风暴(STS),11,28,982,西西北,28.25,1711.5823496335786,2019-08-04 23:45:00,286.16848271431184,-3.372871920860007,6.164332740266887,289.5413546351719,43.421307853971214,1.266667425,0.2240185923720616,58.64369105976377,1.3107126178804724,0.2914759077605282,0.2908030758823262,,27.102189461557114,1.0,0.30512079727692054,27.102189461557114,1.4833333333333334,0.06198974565364068,0.06196351101425814,,0.05553521701106945,31.99436350228015,1.590435009932056,0.062250431375416374
2019-08-05 00:00:00,201908.0,范斯高,Francisco,2019-08-02 08:00:00,2019-08-06 20:00:00,139.23333333333335,29.766666666666666,强热带风暴(STS),11,28,982,西西北,28.33333333333333,1706.044431489899,2019-08-05 00:00:00,286.1309386858947,-3.4134300896748755,6.163422017609564,289.5443687755695,43.44989564576494,1.2665211833333334,0.2258128956873903,58.66324221512853,1.3106735155697429,0.2936391302276888,0.2929564547435296,,27.10247112822378,1.0,0.30692232657780494,27.10247112822378,1.4833333333333334,0.0624573941617399,0.06243076902544995,,0.05597417331892984,31.9943674919907,1.5904278178953861,0.06278651521880223
2019-08-05 00:15:00,201908.0,范斯高,Francisco,2019-08-02 08:00:00,2019-08-06 20:00:00,139.17916666666667,29.78333333333333,强热带风暴(STS),11,29,981,西西北,28.416666666666668,1700.5075641573935,2019-08-05 00:15:00,286.0932172605646,-3.454168067081582,6.162510848558174,289.54738532764617,43.352639738747385,1.2750145416666667,0.2291885221165159,58.58253804912594,1.311834923901748,0.3047505640410008,0.3040154759172244,,26.57939196879647,1.0,0.31367615857701736,26.57939196879647,1.4916666666666667,0.061515210951696986,0.061489389257902434,,0.054977552101249216,31.37654892667222,1.5993554977314557,0.06332725552956776
2019-08-05 00:30:00,201908.0,范斯高,Francisco,2019-08-02 08:00:00,2019-08-06 20:00:00,139.125,29.8,强热带风暴(STS),11,29,981,西西北,28.5,1694.971751804165,2019-08-05 00:30:00,286.0553168141304,-3.495087478751202,6.1615992332185465,289.5504042928815,43.38118232071494,1.2748683,0.2310421981846886,58.602068816756045,1.3117958623664878,0.3070269492400896,0.3062810358166432,,26.57967363546314,1.0,0.31554074265472565,26.57967363546314,1.4916666666666667,0.061984090898555166,0.06195788077687866,,0.055416645553705735,31.376552483172034,1.599348113463951,0.06387269280235143
2019-08-05 00:45:00,201908.0,范斯高,Francisco,2019-08-02 08:00:00,2019-08-06 20:00:00,139.07083333333335,29.816666666666663,强热带风暴(STS),11,29,981,西西北,28.58333333333333,1689.436998643278,2019-08-05 00:45:00,286.01723570193053,-3.53618997079775,6.160687171705639,289.55342567272834,43.409743694594354,1.2747220583333334,0.2329157477807442,58.62160609572725,1.3117567878085454,0.3093271843275502,0.3085702526717173,,26.579955302129807,1.0,0.317422635280046,26.579955302129807,1.4916666666666667,0.06245810556957565,0.062431499844201724,,0.05586070478179295,31.376552590265927,1.599340651920706,0.06442286787728167
2019-08-05 01:00:00,201908.0,范斯高,Francisco,2019-08-02 08:00:00,2019-08-06 20:00:00,139.01666666666668,29.83333333333333,强热带风暴(STS),11,29,981,西西北,28.666666666666668,1683.9033089334375,2019-08-05 01:00:00,285.9789722585111,-3.5774772101906365,6.15977466413032,289.55644946870166,43.43832387275789,1.2745758166666667,0.2348094393339863,58.64114988821025,1.3117177002235794,0.3116515891311735,0.3108834422873748,,26.580236968796473,1.0,0.31932204959225174,26.580236968796473,1.4916666666666667,0.062937327302933,0.06291031864185509,,0.05630980155087428,31.37654920652284,1.5993331121741428,0.06497782194230436
2019-08-05 01:15:00,201908.0,范斯高,Francisco,2019-08-02 08:00:00,2019-08-06 20:00:00,138.9625,29.85,强热带风暴(STS),11,29,981,西西北,28.75,1678.3706869797495,2019-08-05 01:15:00,285.9405247972975,-3.618950884963851,6.158861710599857,289.5594756822614,43.46692286758593,1.274429575,0.2367235456547192,58.66070019637669,1.3116785996072464,0.3140004886874195,0.3132209255813318,,26.58051863546314,1.0,0.3212392019865078,26.58051863546314,1.4916666666666667,0.06342182967891574,0.06339441059003227,,0.056764008885046735,31.37654228985568,1.5993254932819974,0.06553759653590187
2019-08-05 01:30:00,201908.0,范斯高,Francisco,2019-08-02 08:00:00,2019-08-06 20:00:00,138.90833333333333,29.866666666666667,强热带风暴(STS),11,30,980,西西北,28.83333333333333,1672.8391371344233,2019-08-05 01:30:00,285.9018916102611,-3.6606127046260326,6.157948311225048,289.5625043148871,43.36521751346969,1.2829229333333334,0.2399983081688432,58.57648483294907,1.3128470303341018,0.3255063430673885,0.324668866314422,,26.067736941594166,1.0,0.32795296372414384,26.067736941594166,1.5,0.0623873105100472,0.06236078496146238,,0.05568370884807905,30.77090109177428,1.6082525305679831,0.06610223355002759
2019-08-05 01:45:00,201908.0,范斯高,Francisco,2019-08-02 08:00:00,2019-08-06 20:00:00,138.85416666666669,29.883333333333333,强热带风暴(STS),11,30,980,西西北,28.916666666666668,1667.308663797544,2019-08-05 01:45:00,285.8630709675783,-3.70246440049732,6.157034466119855,289.56553536807564,43.39376837641316,1.2827766916666667,0.2419739790495114,58.59601358250418,1.3128079728349915,0.3279757414962532,0.3271257351207762,,26.068018608260832,1.0,0.32993542705108325,26.068018608260832,1.5,0.06287259085631547,0.06284565791833338,,0.05613759483848213,30.77089367026097,1.6082447070336943,0.06667177523283513
2019-08-05 02:00:00,201908.0,范斯高,Francisco,2019-08-02 08:00:00,2019-08-06 20:00:00,138.8,29.9,强热带风暴(STS),11,30,980,西西北,29.0,1661.7792714178186,2019-08-05 02:00:00,285.82406111728415,-4.727815979613752,8.814231659191128,290.5518770968979,43.42233803672053,1.28263045,0.2433225175189903,58.61554884272747,1.312768902314545,0.3295939679259021,0.3287357778273047,,26.068300274927502,1.0,0.33145056052651256,26.068300274927502,1.5,0.06327009742023648,0.06324282977867325,,0.05603172881757246,31.110191847085673,1.616046497523449,0.15177797672543225
2019-08-05 02:15:00,201908.0,范斯高,Francisco,2019-08-02 08:00:00,2019-08-06 20:00:00,138.70000000000002,29.933333333333334,强热带风暴(STS),11,30,980,西西北,29.0,1651.4966406190913,2019-08-05 02:15:00,285.74223393922256,-5.3464864751922505,11.471646462890368,291.08872041441487,43.47953379893856,1.2823379666666668,0.2464302993015437,58.65463890386189,1.312690722192276,0.3333757157312504,0.3324981794141629,,26.068863608260834,1.0,0.3346853179106901,26.068863608260834,1.5,0.06409373615414893,0.06406576817851116,,0.05631724594196896,31.45093965181523,1.6238736630280015,0.19176269390883344
2019-08-05 02:30:00,201908.0,范斯高,Francisco,2019-08-02 08:00:00,2019-08-06 20:00:00,138.60000000000002,29.966666666666665,强热带风暴(STS),11,30,980,西西北,29.0,1641.2184844946814,2019-08-05 02:30:00,285.65961581870584,-5.435591212777581,11.468297262672085,291.0952070314834,43.53680489922824,1.2820454833333337,0.2502611109528558,58.69375503372567,1.3126124899325486,0.3381242477726758,0.3372220107292182,,26.069426941594166,1.0,0.33847099757817034,26.069426941594166,1.5,0.06502957677582799,0.06500080074654248,,0.05718584156342388,31.45039485210336,1.6238454820483326,0.1937438245601301
2019-08-05 02:45:00,201908.0,范斯高,Francisco,2019-08-02 08:00:00,2019-08-06 20:00:00,138.5,30.0,强热带风暴(STS),11,30,980,西西北,29.0,1630.9448434591404,2019-08-05 02:45:00,285.57619275854603,-5.525511136625937,11.464944826353063,291.101703895172,43.59415143682469,1.281753,0.2541703164515922,58.73289724970376,1.3125342055005924,0.3429672851293261,0.3420395066975151,,26.069990274927502,1.0,0.34232351436220654,26.069990274927502,1.5,0.06598502545568863,0.0659554126780278,,0.05807333856661501,31.449829289705864,1.623816824434009,0.19574453877882808
2019-08-05 03:00:00,201908.0,范斯高,Francisco,2019-08-02 08:00:00,2019-08-06 20:00:00,138.4,30.03333333333333,强热带风暴(STS),11,29,981,西西北,29.0,1620.6757588111657,2019-08-05 03:00:00,285.49195042286345,-5.616260594963137,11.461589155634345,291.1082110178266,43.782757259515606,1.2728209166666669,0.2566271769934047,58.87618424309383,1.3112476315138122,0.3381338296563143,0.3372324441342911,,26.583616968796473,1.0,0.3411962506712811,26.583616968796473,1.4916666666666667,0.06857788666722087,0.06854591771814189,,0.06062055365886465,32.068157375979816,1.6147666363507724,0.1977650124690319
2019-08-05 03:15:00,201908.0,范斯高,Francisco,2019-08-02 08:00:00,2019-08-06 20:00:00,138.3,30.066666666666663,强热带风暴(STS),11,29,981,西西北,29.0,1610.4112727605132,2019-08-05 03:15:00,285.40687412688783,-5.707854284919222,11.458230252223885,291.1147284118071,43.840427764759845,1.2725284333333335,0.2606564743319879,58.91544811909367,1.3111691037618125,0.3430290475326671,0.3421018625913496,,26.584180302129806,1.0,0.34512838487354713,26.584180302129806,1.4916666666666667,0.0695943742294105,0.06956146724524297,,0.06156950191631694,32.06752346347617,1.6147371562994757,0.19980542264701773
2019-08-05 03:30:00,201908.0,范斯高,Francisco,2019-08-02 08:00:00,2019-08-06 20:00:00,138.2,30.1,强热带风暴(STS),10,29,981,西西北,29.0,1600.151428455914,2019-08-05 03:30:00,285.32094882639336,-5.800307263133163,11.454868117822764,291.1212560895265,43.89817423340573,1.27223595,0.2647691958190918,58.95473817973809,1.3110905236405237,0.3480232396815097,0.3470693628390176,,26.58474363546314,1.0,0.34913110960359006,26.58474363546314,1.4916666666666667,0.07063247859347399,0.07059859975236342,,0.0625394067173417,32.0668668455101,1.6147071678972775,0.2018659474313661
2019-08-05 03:45:00,201908.0,范斯高,Francisco,2019-08-02 08:00:00,2019-08-06 20:00:00,138.1,30.133333333333333,强热带风暴(STS),10,29,981,西西北,29.0,1589.8962700140337,2019-08-05 03:45:00,285.2341591067529,-5.89363495665657,11.451502754139076,291.1277940634095,43.95599676551202,1.271943466666667,0.2689675054442162,58.994054442489336,1.3110118911150213,0.3531189540524977,0.3521374567709723,,26.585306968796473,1.0,0.353206098500209,26.585306968796473,1.4916666666666667,0.07169278974124893,0.0716579037844308,,0.06353085755884536,32.0661869784918,1.6146766589764496,0.20394676603220532
2019-08-05 04:00:00,201908.0,范斯高,Francisco,2019-08-02 08:00:00,2019-08-06 20:00:00,138.0,30.166666666666668,强热带风暴(STS),10,29,981,西西北,29.0,1579.6458425494598,2019-08-05 04:00:00,285.14648917159496,-5.9878531743089525,11.44813416288615,291.1343423459039,44.013895461269264,1.2716509833333334,0.2732536345697554,59.0333969248213,1.3109332061503571,0.3583188177307761,0.3568075499545955,,26.585870302129806,1.0,0.35735507414810286,26.585870302129806,1.4916666666666667,0.07277591722014165,0.07273998738186079,,0.06454446399087743,32.06548330191276,1.6146456169905874,0.20604805873953436
2019-08-05 04:15:00,201908.0,范斯高,Francisco,2019-08-02 08:00:00,2019-08-06 20:00:00,137.9,30.2,强热带风暴(STS),10,28,982,西西北,29.0,1569.400192205857,2019-08-05 04:15:00,285.0579228310471,-6.082978118447272,11.444762345775064,291.1409009494944,44.199821030864896,1.2627189,0.2754895489908904,59.17386649005861,1.309652267019883,0.3529425911710291,0.3519630480824344,,27.109794461557115,1.0,0.35588265258051166,27.109794461557115,1.4833333333333334,0.07552923790127153,0.07549055825379931,,0.06727855162041863,32.6959582422134,1.605593838894258,0.20817000691055984
2019-08-05 04:30:00,201908.0,范斯高,Francisco,2019-08-02 08:00:00,2019-08-06 20:00:00,137.8,30.23333333333333,强热带风暴(STS),10,28,982,西西北,29.0,1559.159366188262,2019-08-05 04:30:00,284.9684434895486,-6.179026397134521,11.441387304522424,291.14746988668315,44.25804089115021,1.2624264166666668,0.2799033602107457,59.21332888705608,1.3095733422258875,0.3581972039990546,0.3566884556759354,,27.110357794890447,1.0,0.3601165574464744,27.110357794890447,1.4833333333333334,0.07668074526370106,0.07664089736641293,,0.06836155545352085,32.69517699636052,1.6055618711469057,0.2103127929560163
2019-08-05 04:45:00,201908.0,范斯高,Francisco,2019-08-02 08:00:00,2019-08-06 20:00:00,137.7,30.266666666666666,强热带风暴(STS),10,28,982,西西北,29.0,1548.92341279661,2019-08-05 04:45:00,284.87803413321325,-6.276015036790568,11.438009040842523,291.15404917000376,44.31633743844586,1.2621339333333337,0.2844106157429422,59.252817601089575,1.3094943647978208,0.363560962822504,0.362007565345649,,27.11092112822378,1.0,0.36442865798353097,27.11092112822378,1.4833333333333334,0.07785741266150126,0.07781635319330106,,0.06946912989771903,32.694369648720794,1.6055293334800318,0.21247660032540955
2019-08-05 05:00:00,201908.0,范斯高,Francisco,2019-08-02 08:00:00,2019-08-06 20:00:00,137.6,30.3,强热带风暴(STS),10,28,982,西西北,29.0,1538.692381460533,2019-08-05 05:00:00,284.7866773167244,2.176847999449592,11.8408019409449,282.60982931727483,44.37471077376371,1.26184145,0.2933972531346853,59.29233264970971,1.3094153347005806,0.3746259628646413,0.3729775973985375,,27.111484461557115,1.0,0.3718877387071515,27.111484461557115,1.4833333333333334,0.07972073909874666,0.07967771275310837,,0.07106125967073496,32.77922262322051,1.6073714685630243,0.21466161349113322
2019-08-05 05:15:00,201908.0,范斯高,Francisco,2019-08-02 08:00:00,2019-08-06 20:00:00,137.48333333333332,30.308333333333334,强热带风暴(STS),10,28,982,西西北,29.08333333333333,1527.6268964232015,2019-08-05 05:15:00,284.7997768492549,10.011206359132984,12.486578614139107,274.788570490122,44.38931611757163,1.2617683291666668,0.3029225301054481,59.30221552870165,1.309395568942597,0.3867610146289735,0.3850046007050667,,27.111625294890448,1.0,0.38032150553414823,27.111625294890448,1.4833333333333334,0.0818299378408085,0.08178461116843563,,0.07300099955744344,32.78333233191538,1.607457682403706,0.21705013908857848
2019-08-05 05:30:00,201908.0,范斯高,Francisco,2019-08-02 08:00:00,2019-08-06 20:00:00,137.36666666666665,30.316666666666663,强热带风暴(STS),10,28,982,西西北,29.166666666666668,1516.562791761988,2019-08-05 05:30:00,284.813492207577,10.024506695340278,12.485524102719308,274.78898551223665,44.40392626853354,1.2616952083333337,0.3080516322202911,59.31210005497743,1.309375799890045,0.3932914777239631,0.3914756290408958,,27.11176612822378,1.0,0.38575307799591485,27.11176612822378,1.4833333333333334,0.08330398789721727,0.08325702003816486,,0.07438405169860829,32.78312928974005,1.6074495120157428,0.21946493870824338
2019-08-05 05:45:00,201908.0,范斯高,Francisco,2019-08-02 08:00:00,2019-08-06 20:00:00,137.25,30.325,强热带风暴(STS),10,28,982,西西北,29.25,1505.5000895875742,2019-08-05 05:45:00,284.8278369026687,10.03843620230714,12.484469329588304,274.7894007003615,44.418541228231646,1.2616220875000002,0.3133041968822638,59.32198622881153,1.3093560275423768,0.3999798606742075,0.3981021226549864,,27.111906961557114,1.0,0.39130237789518674,27.111906961557114,1.4833333333333334,0.0848156849196684,0.08476700373381005,,0.07580372750459219,32.782914891383875,1.6074410931871475,0.22190629305252302
2019-08-05 06:00:00,201908.0,范斯高,Francisco,2019-08-02 08:00:00,2019-08-06 20:00:00,137.13333333333333,30.33333333333333,强热带风暴(STS),10,29,981,西西北,29.33333333333333,1494.438812562366,2019-08-05 06:00:00,284.84282484232773,10.053008787765975,12.483414294769045,274.7898160545617,44.304534910736166,1.2701885666666668,0.3213189663557187,59.230503242594544,1.3105389935148106,0.4191637406776252,0.4171023241062208,,26.588686968796473,1.0,0.40333148541353836,26.588686968796473,1.4916666666666667,0.08451906869491665,0.08447073314780312,,0.07534216730718413,32.14986408889866,1.616462938813854,0.22437448554848025
2019-08-05 06:15:00,201908.0,范斯高,Francisco,2019-08-02 08:00:00,2019-08-06 20:00:00,137.01666666666665,30.341666666666665,强热带风暴(STS),10,29,981,西西北,29.416666666666668,1483.3789839209078,2019-08-05 06:15:00,284.85847034573646,10.068238770840368,12.482358998281464,274.7902315748961,44.31911715709539,1.2701154458333337,0.3268986883509939,59.240375815826575,1.3105192483683468,0.4263988555838907,0.424266127940037,,26.588827802129806,1.0,0.4092200100525005,26.588827802129806,1.4916666666666667,0.0860813372652629,0.08603120530679409,,0.07680703912531328,32.14963398239825,1.6164539537276779,0.22686980236284368
2019-08-05 06:30:00,201908.0,范斯高,Francisco,2019-08-02 08:00:00,2019-08-06 20:00:00,136.89999999999998,30.35,强热带风暴(STS),10,29,981,西西北,29.5,1472.320627491151,2019-08-05 06:30:00,284.874788158671,10.084140897258294,12.481303440148396,274.7906472614127,44.33370420300635,1.270042325,0.3326160320221589,59.25025003462455,1.3104994999307509,0.4338127529516598,0.4316057043332287,,26.58896863546314,1.0,0.41523894639461645,26.58896863546314,1.4916666666666667,0.08768450135926997,0.08763249199037569,,0.0783116741668266,32.14939185732178,1.6164446990352221,0.22939253241648472
2019-08-05 06:45:00,201908.0,范斯高,Francisco,2019-08-02 08:00:00,2019-08-06 20:00:00,136.78333333333333,30.35833333333333,强热带风暴(STS),11,29,981,西西北,29.58333333333333,1461.2637677167183,2019-08-05 06:45:00,284.8917934693868,10.100730355205997,12.480247620395907,274.7910631141808,44.348296050048816,1.2699692041666668,0.3384754183668832,59.26012589926285,1.310479748201474,0.4414111833527556,0.4391266538292568,,26.589109468796472,1.0,0.42139215454945145,26.589109468796472,1.4916666666666667,0.08932994612099066,0.08927597404550806,,0.0798574580210456,32.149137397533025,1.6164351676465896,0.23194296739830966
2019-08-05 07:00:00,201908.0,范斯高,Francisco,2019-08-02 08:00:00,2019-08-06 20:00:00,136.66666666666666,30.366666666666667,强热带风暴(STS),11,29,981,西西北,29.666666666666668,1450.2084296801436,2019-08-05 07:00:00,284.9095019252169,10.118022791960923,12.479191539046928,274.791479133256,44.36289269980296,1.2698960833333337,0.344481443559772,59.270003410015775,1.3104599931799683,0.4492001249911936,0.4468347959786663,,26.589250302129805,1.0,0.4276836374771591,26.589250302129805,1.4916666666666667,0.09101911432192367,0.09096308968416969,,0.08144583528511617,32.14887027490426,1.6164253522029435,0.23452140177853556
2019-08-05 07:15:00,201908.0,范斯高,Francisco,2019-08-02 08:00:00,2019-08-06 20:00:00,136.54999999999998,30.375,强热带风暴(STS),11,30,980,西西北,29.75,1439.154639127201,2019-08-05 07:15:00,284.92792964991946,10.136034331221708,12.478135196119826,274.7918953186977,44.244528429599534,1.2784625625,0.3531605421248613,59.17504997922328,1.3116499000415534,0.470455494621703,0.4678620527227339,,26.0763277749275,1.0,0.440551761697904,26.0763277749275,1.5,0.09065924706972339,0.09060367111775305,,0.08091628189485789,31.52825764043199,1.6254454978299484,0.23712813282128725
2019-08-05 07:30:00,201908.0,范斯高,Francisco,2019-08-02 08:00:00,2019-08-06 20:00:00,136.43333333333334,30.383333333333333,强热带风暴(STS),11,30,980,西西北,29.83333333333333,1428.1024224923135,2019-08-05 07:30:00,284.94709326181504,10.15478159124541,12.47707859164214,274.7923116705696,44.259090925626346,1.2783894416666668,0.359545880415645,59.18491330947452,1.311630173381051,0.4788854096666171,0.4761988245615414,,26.076468608260832,1.0,0.4472305963361052,26.076468608260832,1.5,0.0924063708362084,0.09234864035651251,,0.08255672108911227,31.527973105609018,1.625435032923619,0.2397634605964784
2019-08-05 07:45:00,201908.0,范斯高,Francisco,2019-08-02 08:00:00,2019-08-06 20:00:00,136.31666666666666,30.391666666666666,强热带风暴(STS),11,30,980,西西北,29.916666666666668,1417.051806925143,2019-08-05 07:45:00,284.9670098927548,10.174281703835277,12.476021725636816,274.79272818891945,44.27365821470436,1.2783163208333337,0.3660950840806549,59.19477828375113,1.3116104434324978,0.4875314482026809,0.4847476398530024,,26.07660944159417,1.0,0.45406289764598284,26.07660944159417,1.5,0.09420111695411038,0.0941411306818416,,0.0842435334324847,31.527675110726527,1.6254242584261163,0.2424276879909102
2019-08-05 08:00:00,201908.0,范斯高,Francisco,2019-08-02 08:00:00,2019-08-06 20:00:00,136.2,30.4,强热带风暴(STS),11,30,980,西西北,30.0,1406.0028203184415,2019-08-05 08:00:00,284.9876972079643,6.152270109826532,10.108570219748906,278.83542709813776,44.288230298411165,1.2782432,0.3687596804439508,59.20464490232708,1.3115907101953457,0.4910157954353167,0.488192575998081,,26.0767502749275,1.0,0.4583135988286813,26.0767502749275,1.5,0.0954704033138043,0.09540879809726423,,0.08592726066747503,31.276137239520736,1.6196327052207664,0.2451211207185253
2019-08-05 08:15:00,201908.0,范斯高,Francisco,2019-08-02 08:00:00,2019-08-06 20:00:00,136.12916666666666,30.416666666666664,强热带风暴(STS),11,30,980,西西北,29.875,1398.9618002580496,2019-08-05 08:15:00,284.9504059535996,-0.3469531802943493,7.822834536099059,285.2973591338939,44.317388856023975,1.2780969583333337,0.3691821708465781,59.224383073473646,1.3115512338530526,0.4913118209212896,0.4884859417642677,,26.077031941594168,1.0,0.4598941946302091,26.077031941594168,1.5,0.0960485255298309,0.09598618769372842,,0.08699523734091485,31.00847784675355,1.6134664232387614,0.16724332402016576
2019-08-05 08:30:00,201908.0,范斯高,Francisco,2019-08-02 08:00:00,2019-08-06 20:00:00,136.05833333333334,30.433333333333334,强热带风暴(STS),11,30,980,西西北,29.75,1391.9219258534465,2019-08-05 08:30:00,284.9128916632884,-0.386971019092698,7.821590840821153,285.2998626823811,44.34656661109573,1.2779507166666666,0.3736461432665479,59.24412782510728,1.3115117443497857,0.4969711386968853,0.4940807080650506,,26.077313608260834,1.0,0.4642460926305958,26.077313608260834,1.5,0.09721465722449096,0.09715081291987016,,0.08810256777766767,31.008628561734458,1.6134621846610337,0.16870742356932625
2019-08-05 08:45:00,201908.0,范斯高,Francisco,2019-08-02 08:00:00,2019-08-06 20:00:00,135.98749999999998,30.45,强热带风暴(STS),11,30,980,西西北,29.625,1384.8832012289863,2019-08-05 08:45:00,284.8751511290145,-0.427217121176227,7.820346544315761,285.3023682501908,44.37576357626564,1.277804475,0.3781837033333914,59.26387915942179,1.3114722416811564,0.5027225008333787,0.4997657315844566,,26.0775952749275,1.0,0.4686613166859175,26.0775952749275,1.5,0.09840096731944925,0.09833557214283246,,0.08922970614315773,31.00877664379419,1.6134578855959423,0.1701845387230163
2019-08-05 09:00:00,201908.0,范斯高,Francisco,2019-08-02 08:00:00,2019-08-06 20:00:00,135.91666666666666,30.466666666666665,强热带风暴(STS),11,30,980,西西北,29.5,1377.8456305685145,2019-08-05 09:00:00,284.8371810786412,-0.4676947600148651,7.819101646717219,285.30487583865613,44.40497976418131,1.2776582333333333,0.3827964018735699,59.28363707861183,1.3114327258427765,0.5085678365596351,0.5050470187666073,,26.077876941594166,1.0,0.47314109542436,26.077876941594166,1.5,0.09960790685866527,0.09954091486527744,,0.09037710692766865,31.008922049432677,1.6134535250445983,0.17167478642609446
2019-08-05 09:15:00,201908.0,范斯高,Francisco,2019-08-02 08:00:00,2019-08-06 20:00:00,135.84583333333333,30.48333333333333,强热带风暴(STS),11,30,980,西西北,29.375,1370.8092181168145,2019-08-05 09:15:00,284.79897817429867,-0.5084072748049948,7.817856148164216,285.30738544910366,44.43421518749864,1.2775119916666666,0.3874858295466268,59.30340158487276,1.3113931968302543,0.5145091244429381,0.5109068234178888,,26.078158608260832,1.0,0.47768668717279184,26.078158608260832,1.5,0.10083593923744871,0.10076730287968158,,0.09154523734030562,31.009064734070588,1.6134491019833228,0.1731782846674728
2019-08-05 09:30:00,201908.0,范斯高,Francisco,2019-08-02 08:00:00,2019-08-06 20:00:00,135.77499999999998,30.5,强热带风暴(STS),11,30,980,西西北,29.25,1363.773968181158,2019-08-05 09:30:00,284.7605390107236,-0.5493580721545186,7.816610048786641,285.3098970828781,44.463469858881865,1.27736575,0.3922536180490468,59.3231726804006,1.3113536546391988,0.5205483938716426,0.5168623251725003,,26.0784402749275,1.0,0.48229938081318124,26.0784402749275,1.5,0.1020855406025305,0.10201521066562991,,0.0927345777288835,31.00920465201476,1.6134446153628557,0.1746951524882388
2019-08-05 09:45:00,201908.0,范斯高,Francisco,2019-08-02 08:00:00,2019-08-06 20:00:00,135.70416666666665,30.516666666666666,强热带风暴(STS),11,30,980,西西北,29.125,1356.739885132868,2019-08-05 09:45:00,284.72186011354773,-0.590550627769062,7.815363348718966,285.31241074131685,44.49274379100356,1.2772195083333333,0.3971014413598226,59.34295036739207,1.3113140992652157,0.5266877265888397,0.5229155306755229,,26.078721941594168,1.0,0.48698049666772647,26.078721941594168,1.5,0.1033572002673111,0.1032851258021471,,0.09394562201566004,31.009341756425943,1.6134400641076132,0.17622550999085151
2019-08-05 10:00:00,201908.0,范斯高,Francisco,2019-08-02 08:00:00,2019-08-06 20:00:00,135.63333333333333,30.53333333333333,强热带风暴(STS),11,30,980,西西北,29.0,1349.706973408929,2019-08-05 10:00:00,284.682937937534,-0.63198848820889,7.814116048098837,285.3149264257429,44.52203699654464,1.2770732666666669,0.4020310170293157,59.362734648044814,1.3112745307039102,0.5329292582788767,0.5290684976857035,,26.079003608260834,1.0,0.49173138741360845,26.079003608260834,1.5,0.10465142114246362,0.10457754939523621,,0.09517887814985926,31.009475999283435,1.613435447114877,0.17776947834781043
2019-08-05 10:15:00,201908.0,范斯高,Francisco,2019-08-02 08:00:00,2019-08-06 20:00:00,135.5625,30.55,强热带风暴(STS),11,30,980,西西北,28.875,1342.6752375136498,2019-08-05 10:15:00,284.6437688647591,-0.6736752727413204,7.8128681470592,285.3174441375005,44.55134948819436,1.276927025,0.4070441075131015,59.382525524556975,1.311234948950886,0.5392751802086835,0.5353233365970369,,26.0792852749275,1.0,0.4965534390285029,26.0792852749275,1.5,0.1059687201830215,0.10589299652174583,,0.09643486857747519,31.009607331347496,1.6134307632539298,0.1793271798101056
2019-08-05 10:30:00,201908.0,范斯高,Francisco,2019-08-02 08:00:00,2019-08-06 20:00:00,135.49166666666667,30.566666666666663,强热带风暴(STS),11,30,980,西西北,28.75,1335.644682020399,2019-08-05 10:30:00,284.6043492027392,-0.7156146752022323,7.811619645736353,285.3199638779414,44.58068127865036,1.2767807833333331,0.4121425215525676,59.402322999127634,1.3111953540017447,0.5457277409261678,0.5416822120117896,,26.079566941594166,1.0,0.501448071768074,26.079566941594166,1.5,0.10730962885225637,0.10723199668986323,,0.09771413072918023,31.00973570212262,1.6134260113652124,0.18089873771632506
2019-08-05 10:45:00,201908.0,范斯高,Francisco,2019-08-02 08:00:00,2019-08-06 20:00:00,135.42083333333332,30.58333333333333,强热带风暴(STS),11,30,980,西西北,28.625,1328.6153115733614,2019-08-05 10:45:00,284.56467518249787,-0.7578104659108931,7.810370544262412,285.3224856484088,44.610032380618605,1.276634541666667,0.4173281156041,59.42212707395642,1.311155745852087,0.5522892480179564,0.5481473443669574,,26.079848608260832,1.0,0.506416741176686,26.079848608260832,1.5,0.10867469360332649,0.10859509431720404,,0.09901721752719084,31.009861059817357,1.6134211902594005,0.18248427650119275
2019-08-05 11:00:00,201908.0,范斯高,Francisco,2019-08-02 08:00:00,2019-08-06 20:00:00,135.35,30.6,强热带风暴(STS),11,30,980,西西北,28.5,1321.5871308893802,2019-08-05 11:00:00,284.5247429565741,-0.8002664936612973,7.809120842771861,285.32500945023537,44.63940280681346,1.2764883,0.4226027953187028,59.44193775124387,1.3111161244975122,0.5589620699283984,0.5547210116157701,,26.0801302749275,1.0,0.5114609391325189,26.0801302749275,1.5,0.11006447637933547,0.10998284922712867,,0.10034469791186496,31.00998335130455,1.6134162987164928,0.18408392170468998
