台风编号,台风中文名称,year,场站距离_km_mean,场站距离_km_std,场站距离_km_min,场站距离_km_max,风速_mean,风速_std,风速_min,风速_max,气压_mean,气压_std,气压_min,气压_max,移动速度_mean,移动速度_std,移动速度_min,移动速度_max,台风等级_mean,台风等级_std,台风等级_min,台风等级_max,hollandvg_mean,hollandvg_std,hollandvg_min,hollandvg_max,ym风速_mean,ym风速_std,ym风速_min,ym风速_max,rmax_mean,rmax_std,rmax_min,rmax_max,b_mean,b_std,b_min,b_max,n_samples
202009.0,美莎克,2020,1336.2297524381531,533.8171857952533,521.8901572373626,2013.591842121907,34.450581395348834,12.53216534578263,15,52,962.8764534883721,21.567610836242565,930,1000,23.09956395348837,15.614058701323568,0.0,60.0,11.87936046511628,3.0378147379576665,7,16,0.7218291842423062,0.8149861702875045,0.0649700214322734,3.073557999210479,1.6156481533793061,1.7087926348737068,0.0933300003890327,5.570302339335687,38.52286073320159,18.75056711395725,25.031443135145885,89.20446951490457,1.4567937887354652,0.18651330331070354,1.1621840250000002,1.74444375,66048
202010.0,海神,2020,1139.4131428791975,309.8092916351972,694.8852265382056,1752.1920732204928,47.65546218487395,13.411447873701459,18,60,940.4313725490196,21.744408716823063,920,988,28.38235294117647,11.320231287382619,13.0,49.0,14.582633053221288,2.883789791980985,8,17,0.6257847260249707,0.5795218368900719,0.0485099003261382,1.7802845057509984,1.4611790211944409,0.7920276255972856,0.50456315129169,3.1362466209688824,37.365028418005735,15.754003366306735,22.456261915745458,73.81422620244054,1.6257361480392156,0.24353479801212907,1.1003226000000002,1.8661571125,34272
202106.0,烟花,2021,820.0838484772685,427.70455503299934,224.30329093440005,1596.6135493382292,28.90684253915911,10.595836833701876,15,42,974.5902720527617,13.77188256146102,955,998,10.383347073371805,2.8992676667261104,5.0,17.0,10.558944765045343,2.7122378571060772,7,14,3.37589411444526,3.9653108454046415,0.1298498973101658,13.472785595462335,4.040289265040186,4.118589970427769,0.1608074743246475,13.717045241808322,40.422028754620975,9.39337952570856,30.270121896517537,63.02880726150355,1.3446517350783185,0.1420371440505214,1.1354206000000002,1.55477725,116448
202109.0,卢碧,2021,1112.19912605664,330.41236997174,619.0710867927339,1694.941990938364,17.206132879045995,2.945891465294809,12,23,990.5996592844974,2.9246671741410846,985,996,15.042589437935264,11.059250448271218,0.0,40.0,7.546848381601363,0.7759897148091163,6,9,0.5582473350143954,0.3889895440497702,0.1097453370991132,1.5055121004449177,0.7136470388992735,0.4328344842772724,0.1486108168742769,1.7788527781557422,36.92391236838564,6.052174786119391,31.4192687762696,55.54670508916434,1.2355961795783645,0.03686897903058381,1.163499,1.3043637500000005,56352
202110.0,银河,2021,1604.924940224021,795.3989323574992,900.6057923215452,2651.798921564065,20.03488372093023,2.1912759542091442,18,23,993.0581395348837,2.3297016449500476,990,995,23.518410852713178,14.464302786654605,8.0,45.0,8.337209302325581,0.472785641863948,8,9,0.367326582994798,0.213144735394711,0.1065499535240803,0.5902919482768638,0.40354763742274363,0.26902981079754634,0.0762090376947322,0.6817376246745978,48.99177754023866,10.364727216553538,39.760971675167234,62.30143940869888,1.1547181468023255,0.02759655784396078,1.10524945,1.1802374,8256
202112.0,奥麦斯,2021,1057.1368042040356,392.10369109270715,373.3509848525235,1727.9317944570369,20.097472924187727,2.884325178541541,15,23,997.4837545126354,2.576795970860764,995,1002,25.552346570397113,6.351530347673061,16.0,37.0,8.292418772563177,0.693755262577827,7,9,0.6191255090296449,0.6332878027187017,0.0773780461868298,2.4172640934090666,0.7119531673467882,0.6682112405388306,0.0979045808399899,2.561154418560776,36.70817739212798,5.230045853037346,29.69417919795712,50.00374536886357,1.1793671526173286,0.03128832244450818,1.1043039500000005,1.21796775,26592
202114.0,灿都,2021,1122.941226378054,718.1887740567261,243.20319341832072,2447.5927640297846,43.04880382775119,15.098112481135601,18,68,952.7483253588517,29.021681106525627,905,1000,15.655023923444976,8.025415756536503,0.0,37.0,13.61244019138756,3.294209987597982,8,18,2.4826858387950934,3.4420599375078837,0.0140835584879468,13.420334542062257,3.410369083876572,3.929323733766549,0.0600732133066145,15.615702559630734,32.50196592009492,12.66641224485744,16.201971947747023,53.67831272114525,1.5644613151196174,0.29749178640467794,1.1135512,2.0327502541666664,100320
202204.0,艾利,2022,967.0881069797587,356.056138672894,619.0710867927339,1691.0609554460336,19.649350649350648,1.6715273689389403,18,23,995.0753246753246,2.477367431361984,990,1002,18.654545454545456,6.239748094370685,0.0,36.0,8.153246753246753,0.36023006099259575,8,9,0.7220290918529848,0.40663804428675154,0.0791363587581059,1.2896449526315692,0.803041105220039,0.41921970279317894,0.0966282264995326,1.434275165023126,40.80629227593056,5.87895248774601,30.768515711495176,51.20267874934508,1.1761451976623376,0.04108466371548647,1.09903925,1.2518794041666668,36960
202205.0,桑达,2022,590.4507239296323,520.0706786056185,172.60013854709536,2057.00078335248,17.802850356294538,1.141580929308373,15,20,999.0617577197149,1.664512339844744,995,1002,17.954869358669832,13.205601743189684,6.0,45.0,7.7957244655581945,0.4031762175756657,7,8,3.9176543409698494,3.297988581464494,0.0630496471328854,10.765483439264845,3.9753227022032513,3.3502549508203945,0.0715946974945006,10.760216522087546,49.63908574063514,6.111567002153534,33.632328428356814,57.64948768315278,1.0988385874109265,0.028574360121315416,1.0390348,1.1756472,40416
202211.0,轩岚诺,2022,1271.314638769614,574.0360610129642,420.4679173005785,2782.193195662684,48.65678449258837,11.19124702549281,18,65,941.8928164196124,21.50953075906083,910,998,20.504561003420754,13.25181536917941,0.0,70.0,14.96351197263398,2.4154796213468326,8,18,0.6706220234408786,0.9871394955932015,0.0444991952384441,4.604465047511216,1.9780081921491945,2.073751457393406,0.0440391589154263,8.641530077656641,31.615037442343795,8.492508162469061,19.695335676112148,67.3060958624663,1.6418146348346636,0.19826090863188459,1.1622156500000005,1.9602308,84192
202212.0,梅花,2022,1016.0837385148845,548.8496912240082,77.61140234619099,2056.917830748983,34.816728167281674,9.955295207589163,18,50,968.9557195571956,18.166167664291233,940,998,16.529520295202953,7.545534737582355,7.0,44.0,11.949569495694957,2.3392972506239857,8,15,3.132861987428966,6.136888308878009,0.0701404157922098,32.45182404639943,3.8619566753332566,5.7656935394730775,0.1050363041269921,29.551828339709516,36.07848928366343,11.292502500714233,26.87253362114414,71.34355496571199,1.4155237169434194,0.17350726495471333,1.0253334500000002,1.6896359500000002,78048
202214.0,南玛都,2022,1137.533850521862,248.52033251791178,819.1681154172655,1795.9733625600936,44.90853658536585,11.688888736846094,25,58,947.1371951219512,22.220621157104212,925,985,26.196646341463413,10.379130681683526,15.0,48.0,14.103658536585366,2.5688948176715862,10,17,0.5468539226354364,0.37754977910918175,0.0967290295323834,1.3163207139033588,1.345199072250756,0.6300020322745344,0.2473948453865825,2.5251847210377174,39.013982033235145,11.392910461678467,26.39634021967759,61.84143753208453,1.5593691547256097,0.22525456371394798,1.1639717500000002,1.7969280958333336,31488
202302.0,玛娃,2023,2406.357776968789,1044.4465625861649,918.6693648394082,4139.501386244596,44.305313243457576,13.859995990195088,18,68,949.441712926249,25.535653392939945,905,1000,16.72799365582871,6.792059521500273,6.0,36.0,13.904837430610627,2.9909556605018413,8,18,0.14085578002139398,0.20840691322816635,0.0031817550887822,0.7624576150675466,0.440092799846681,0.3451848703854992,0.0314591873264377,1.4118100732547785,22.347840438009577,7.2900874295045135,14.572481005668424,41.24942362682332,1.666148290325139,0.23208925479309453,1.2940373,2.0587812708333333,121056
202305.0,杜苏芮,2023,1703.6094572170762,510.9846410172372,579.039654260104,2393.225483302722,39.967490247074124,16.182433406325316,16,62,958.6150845253576,30.360162849709994,915,999,16.243823146944084,6.705837747231693,9.0,33.0,12.980494148244473,3.6663243504027734,7,18,0.21644912402145072,0.3879339314601939,0.0279928917425209,1.9228875767553328,0.6837971747867675,0.5366585204830698,0.0780338714490346,2.148785395591537,24.640669460129764,5.982485479618831,17.672517335618135,45.35602122164224,1.5684135530884267,0.2573338108154315,1.1176006000000005,1.9521308000000004,73824
202306.0,卡努,2023,1049.2234704226776,421.10512162054835,642.1604580394103,2283.566101060184,34.67966360856269,10.870519920480746,12,52,965.2071865443426,18.405232542773685,935,1000,13.308868501529052,6.6284920063877175,0.0,31.0,11.857798165137615,2.573925278244191,6,16,0.8651662881234554,0.5727697973131073,0.0488726281783939,2.231073992479533,1.6292896829986596,0.9158035790414407,0.079508462063712,3.668719436168743,37.963901180698436,10.605542497041458,25.59546078045026,66.86074475822599,1.431688118214832,0.18058977222332526,1.0229709,1.7312984125,125568
202403.0,格美,2024,1305.1972584468606,522.2426371666157,629.9038222061606,2349.8908994846006,30.0472049689441,12.694885014965854,12,58,975.9130434782609,22.187429740425312,925,1004,13.032919254658385,5.110402551443334,0.0,25.0,10.673291925465838,2.956237076694068,6,17,0.5208637735079957,0.4950614436425815,0.0297780164773442,1.7910813503736982,1.0325549937227487,0.7753923896467082,0.044448317025607,2.665387920634781,31.24848868484947,7.04349133845669,23.9311431174497,44.999211167249655,1.3876281795652174,0.1903745878573441,1.1193555000000002,1.8113329,77280
202409.0,云雀,2024,653.2787564212381,230.35225942676416,362.3311542182017,1031.083174169309,17.7396449704142,0.8232977393031837,15,18,998.2485207100592,0.6322978418028943,998,1000,26.846153846153847,7.000262702631477,0.0,34.0,7.9171597633136095,0.27564907982143344,7,8,1.3068420806933283,0.8643666274542257,0.2806077495703292,2.9762796347452536,1.404094306311453,0.8856548646604321,0.3249185587329924,3.0965468260045603,43.25174333062435,5.094298957961696,36.10999078150217,53.38445453459495,1.1359646155325445,0.02784307675701967,1.0729855499999998,1.1718676,16224
202410.0,珊珊,2024,1597.0838914787457,731.4670344162323,801.0135917988661,2713.6117142632106,34.63020214030916,10.801484473201421,15,52,969.2378121284186,19.786509647848437,935,1000,13.133174791914387,5.788459473081605,0.0,25.0,11.94411414982164,2.5331195502579065,7,16,0.43437450127615923,0.3877557354478241,0.031572734681653,1.3972890346637783,0.9411168592791656,0.8634957363193425,0.0447199417035584,2.6487043185432704,35.46408870523034,7.6811713824181895,26.145937638212608,53.47588154432724,1.412397052824019,0.15706814764420485,1.0893873,1.6828193,80736
202413.0,贝碧嘉,2024,1326.8343487351115,994.6113653220503,183.8492794213597,3320.02421423537,26.81664499349805,8.251244627114236,12,45,983.2314694408323,12.708519858007518,955,1004,21.351755526657996,7.753504547829718,0.0,33.0,9.979193758127439,2.0902002473401358,6,14,2.8373331443051555,4.879343132955785,0.0206737503212366,19.29441648232825,3.2187007102721013,5.159653082988048,0.0388329344763468,19.735496721314476,38.22446344023734,9.649550244653797,22.60906472753036,52.304410065916535,1.2909297649219766,0.12580224427309478,1.04369185,1.49335575,73824
202414.0,普拉桑,2024,345.2938088869583,258.48065681065475,15.67879742315793,1024.6188506369665,20.27536231884058,3.7383723310137142,15,25,994.0036231884058,5.534907502693002,985,1000,27.92753623188406,10.73552580135519,0.0,45.0,8.427536231884059,1.0692721255488926,7,10,7.82334834751876,5.230095942012444,0.6051548126418922,19.66554797731885,7.814725411018085,4.912289204069412,0.7834962781068322,18.491620869715824,47.551346252820636,4.955534366661294,38.25858176588324,55.53477993638524,1.1496418033514493,0.06491719508267385,1.06421105,1.256104,26496
202421.0,康妮,2024,1801.9756928546567,657.1300285299368,313.2305993108007,3371.065444626832,31.54320987654321,14.796338915567445,18,60,974.0288065843621,27.128259632429515,920,998,21.264060356652948,8.545267862159385,8.0,50.0,11.08641975308642,3.316349762531564,8,17,0.30037893006898486,0.681955825477812,0.0219280628486657,5.044389991550842,0.64864591673612,0.831973672409498,0.0396210882125946,5.650007723851565,26.9964533445571,5.215839511810729,19.86880298651062,45.24987781856139,1.430614096399177,0.22676732478634717,1.1927246500000002,1.8933580625,69984
